Species,Site,Date,Array,Time
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/15/2022,6,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/15/2022,7,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/15/2022,5,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/15/2022,7,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/15/2022,8,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/15/2022,7,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/15/2022,8,midday
Phrynosoma_cornutum,NW_Socorro_BLM,5/15/2022,5,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/15/2022,8,evening
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/15/2022,7,evening
Aspidoscelis_tesselatus,NW_Socorro_BLM,5/15/2022,5,evening
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/16/2022,6,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/16/2022,6,midday
Uta_stansburiana,NW_Socorro_BLM,5/16/2022,7,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/17/2022,5,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/17/2022,5,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/17/2022,9,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/17/2022,9,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/17/2022,9,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/17/2022,9,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/17/2022,7,midday
Phrynosoma_cornutum,NW_Socorro_BLM,5/16/2022,6,evening
Phrynosoma_cornutum,NW_Socorro_BLM,5/16/2022,6,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,7,morning
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,8,morning
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,8,morning
Phrynosoma_cornutum,NW_Socorro_BLM,5/18/2022,5,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,5,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,9,midday
Uta_stansburiana,NW_Socorro_BLM,5/18/2022,9,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,8,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,6,midday
Phrynosoma_cornutum,NW_Socorro_BLM,5/18/2022,5,evening
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,9,evening
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,6,evening
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/18/2022,8,evening
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/19/2022,8,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/19/2022,6,midday
Aspidoscelis_marmoratus,NW_Socorro_BLM,5/19/2022,7,midday
Phrynosoma_cornutum,NW_Socorro_BLM,5/19/2022,6,midday
Phrynosoma_cornutum,NW_Socorro_BLM,5/19/2022,6,evening
Phrynosoma_cornutum,NW_Socorro_BLM,5/20/2022,7,morning
Phrynosoma_cornutum,NW_Socorro_BLM,5/20/2022,5,midday
Uta_stansburiana,NW_Socorro_BLM,5/20/2022,6,morning
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/24/2022,3,midday
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/24/2022,5,midday
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/25/2022,5,midday
Pituophis_catenifer,Sevilleta_blue_grama,5/24/2022,3,evening
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/25/2022,2,midday
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/25/2022,3,evening
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/26/2022,3,morning
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/26/2022,2,morning
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/26/2022,2,morning
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/26/2022,5,morning
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/26/2022,5,midday
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,5/26/2022,2,midday
Aspidoscelis_marmoratus,NW_Sevilleta,6/4/2022,1,midday
Gambelia_wislizeni,NW_Sevilleta,6/4/2022,2,evening
Sceloporus_bimaculosus,NW_Sevilleta,6/4/2022,3,evening
Aspidoscelis_marmoratus,NW_Sevilleta,6/4/2022,3,evening
Aspidoscelis_marmoratus,NW_Sevilleta,6/5/2022,1,midday
Phrynosoma_modestum,NW_Sevilleta,6/5/2022,1,midday
Aspidoscelis_marmoratus,NW_Sevilleta,6/5/2022,2,midday
Aspidoscelis_marmoratus,NW_Sevilleta,6/5/2022,2,midday
Aspidoscelis_marmoratus,NW_Sevilleta,6/5/2022,2,midday
Aspidoscelis_marmoratus,NW_Sevilleta,6/5/2022,4,midday
Aspidoscelis_marmoratus,NW_Sevilleta,6/5/2022,3,midday
Uta_stansburiana,NW_Sevilleta,6/5/2022,3,midday
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,6/6/2022,1,morning
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,6/6/2022,5,morning
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,6/6/2022,6,midday
Phrynosoma_hernandesi,Sevilleta_blue_grama,6/6/2022,6,midday
Aspidoscelis_neomexicanus,Sevilleta_blue_grama,6/6/2022,6,evening
Aspidoscelis_marmoratus,NW_Sevilleta,6/9/2022,2,morning
